disaster_type,country,disaster_id,adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,location,people_dead,people_injured,people_displaced,people_affected,house_destroyed,house_damaged,household_displaced,household_affected,livestock_lost,livestock_affected,lost_crops_ha,road,bridge,school,sewerage_latrine,aqueduct,wall,hospital_health_center,drainage,institution_church_mosque,industry,energy,communication,agriculture,date_event,start_date_event,end_date_event,date_recorded,data_source,data_source_other,data_source_url,comments,data_quality_score
FLOODS,Malawi,,Central,MW2,Kasungu,MW201,Kaomba ,MW20105,,0,0,,,0,1440,,,,,,,,,,,,,,,,,,,1/3/2001,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Dedza,MW208,Kaphuka,MW20803,,0,0,,,0,83,,,,,,,,,,,,,,,,,,,5/2/2010,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Dedza,MW208,Kaphuka ,MW20803,,0,0,,,0,106,,,,,,,,,,,,,,,,,,,1/1/2001,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Kaporo,,,0,0,,,0,602,,,,,,,,,,,,,,,,,,,21-04-14,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Karonga,MW20502,,0,0,,,0,6,,,,,,,,,,,,,,,,,,,1/3/2010,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Kasisi,,Fombe,0,0,,,0,24,,,,,,,,,,,,,,,,,,,27-01-12,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Chikwawa,MW310,Kasisi,MW31006,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,1/12/2000,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Mzimba,MW105,Katope ,MW10541,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,15-02-07,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Katumbi,MW10408,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,12/4/2016,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Chikwawa,MW310,Katunga,MW31005,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,7/2/2006,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Khombedza,MW20507,Nyambaro,0,0,,,0,119,,,,,,,,,,,,,,,,,,,10/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Khombedza ,MW20507,,0,0,,,0,41,,,,,,,,,,,,,,,,,,,14-02-07,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLASH FLOODS,Malawi,,Northern,MW1,Mzimba,MW105,Khosolo,MW10508,Luwerezi,0,0,,,0,0,,,,,,,,,,,,,,,,,,,4/3/2016,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLASH FLOODS,Malawi,,Northern,MW1,Mzimba,MW105,Khosolo,MW10508,Chizani,0,0,,,0,0,,,,,,,,,,,,,,,,,,,4/3/2016,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Kilipula,MW10201,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,25-04-08,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Kilipula ,MW10201,,0,0,,,0,946,,,,,,,,,,,,,,,,,,,25-03-10,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Kilupula,MW10201,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,5/4/2006,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Zomba,MW303,Kumtumanji ,MW30301,,0,0,,,0,657,,,,,,,,,,,,,,,,,,,25-01-08,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Blantyre,MW305,Kunthembwe ,MW30504,Kunthembwe,0,0,,,0,126,,,,,,,,,,,,,,,,,,,1/2/2003,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Zomba,MW303,Kuntumanje,MW30301,,0,0,,,0,1182,,,,,,,,,,,,,,,,,,,9/2/2008,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Ntcheu,MW209,Kwataine,MW20903,Kwataine,0,0,,,0,176,,,,,,,,,,,,,,,,,,,4/1/2003,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Kyungu,MW10203,,0,0,,,0,36,,,,,,,,,,,,,,,,,,,18-01-16,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLASH FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Kyungu,MW10203,,0,0,,,0,209,,,,,,,,,,,,,,,,,,,24-01-16,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Kyungu,MW10203,,0,0,,,0,6,,,,,,,,,,,,,,,,,,,14-01-16,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLASH FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Kyungu,MW10203,,0,0,,,0,900,,,,,,,,,,,,,,,,,,,8/2/2016,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Kyungu,MW10203,Mwirang'ombe,0,0,,,0,450,,,,,,,,,,,,,,,,,,,30-03-11,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Kyungu,MW10203,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,25-03-10,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Kyungu,MW10203,,0,0,,,0,63,,,,,,,,,,,,,,,,,,,18-01-08,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Karonga,MW102,kyungu,MW10203,,0,0,,,0,42,,,,,,,,,,,,,,,,,,,25-04-08,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Kyungu,MW10203,"Kaporo north ,Kaporo south and Lupembe EPAs ",0,0,,,0,0,,,,,,,,,,,,,,,,,,,5/4/2006,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Karonga,MW102,Kyungu,MW10203,,0,0,,,0,13224,,,,,,,,,,,,,,,,,,,24-03-00,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Mwanza,MW306,Lisungwi,,,0,0,,,0,3935,,,,,,,,,,,,,,,,,,,3/1/2003,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Machinga,MW302,Liwonde,MW30201,,0,0,,,0,382,,,,,,,,,,,,,,,,,,,6/1/2007,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Machinga,MW302,Liwonde,MW30201,,0,0,,,0,674,,,,,,,,,,,,,,,,,,,6/3/2006,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Machinga,MW302,Liwonde,MW30201,,0,0,,,0,12000,,,,,,,,,,,,,,,,,,,1/2/2001,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Machinga,MW302,Liwonde ,MW30201,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,27-01-08,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Chikwawa,MW310,Lundu,MW31002,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,7/2/2006,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Chikwawa,MW310,Lundu,MW31002,,0,0,,,0,273,,,,,,,,,,,,,,,,,,,26-11-06,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Chikwawa,MW310,Lundu,MW31002,Lundu,0,0,,,0,0,,,,,,,,,,,,,,,,,,,12/12/2004,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Blantyre,MW305,Lundu ,MW30502,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,1/2/2001,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Mzimba,MW105,Luzi,MW10532,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,15-02-07,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLASH FLOODS,Malawi,,Northern,MW1,Mzimba,MW105,Mabilabo,MW10532,Mabilabo,0,0,,,0,129,,,,,,,,,,,,,,,,,,,4/3/2016,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
"HEAVY RAINS, STORM AND FLOODS",Malawi,,Southern,MW3,Mulanje,MW308,Mabuka ,MW30801,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,22-12-06,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Maganga,MW20501,Maganga,0,0,,,0,0,,,,,,,,,,,,,,,,,,,4/1/2003,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Makanjira,,Kasache,0,0,,,0,47,,,,,,,,,,,,,,,,,,,1/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Makanjira,,Nyambaro,0,0,,,0,12,,,,,,,,,,,,,,,,,,,10/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Makanjira,,Makho,0,0,,,0,32,,,,,,,,,,,,,,,,,,,10/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Makanjira,,Manjowa,0,0,,,0,41,,,,,,,,,,,,,,,,,,,10/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Makanjira,,Makanjira,0,0,,,0,30,,,,,,,,,,,,,,,,,,,10/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Makanjira,,Kasache,0,0,,,0,37,,,,,,,,,,,,,,,,,,,10/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Makanjira,,Zingaliwe,0,0,,,0,36,,,,,,,,,,,,,,,,,,,10/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Makanjira,,Kasache,0,0,,,0,89,,,,,,,,,,,,,,,,,,,13-04-18,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Makanjira,,Mwera,0,0,,,0,50,,,,,,,,,,,,,,,,,,,13-04-18,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Mangochi,MW301,Makanjira,MW30108,,0,0,,,0,23,,,,,,,,,,,,,,,,,,,9/2/2008,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Mangochi,MW301,Makanjira ,MW30108,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,8/1/2001,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Makhanga,,,0,0,,,0,8422,,,,,,,,,,,,,,,,,,,5/1/2006,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Chikwawa,MW310,Makhwira ,MW31007,,0,0,,,0,3000,,,,,,,,,,,,,,,,,,,27-01-08,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Chikwawa,MW310,Makhwira ,MW31007,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,7/2/2006,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Chikwawa,MW310,Makhwira ,MW31007,,0,0,,,0,87,,,,,,,,,,,,,,,,,,,17-03-06,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Ntcheu,MW209,Makwangwala,MW20904,Kalimanjira,0,0,,,0,1580,,,,,,,,,,,,,,,,,,,6/3/2017,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Ntcheu,MW209,Makwangwala,MW20904,Tapani,0,0,,,0,0,,,,,,,,,,,,,,,,,,,6/3/2017,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Ntcheu,MW209,Makwangwala,MW20904,Makwangwala,0,0,,,0,0,,,,,,,,,,,,,,,,,,,4/1/2003,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Malemia,MW31107,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,1/2/2001,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Chikwawa,MW310,Malemia ,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,1/12/2001,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Malemia ,MW31107,,0,0,,,0,240,,,,,,,,,,,,,,,,,,,27-01-08,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachanzi,MW20203,Kauma,0,0,,,0,23,,,,,,,,,,,,,,,,,,,1/1/2017,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachanzi ,MW20204,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,7/2/2008,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachazi,MW20205,Ngalaka 3,0,0,,,0,2,,,,,,,,,,,,,,,,,,,1/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachazi,MW20206,Yellowman ,0,0,,,0,1,,,,,,,,,,,,,,,,,,,1/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachazi,MW20207, Nkhanga,0,0,,,0,4,,,,,,,,,,,,,,,,,,,1/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachazi,MW20208, Kalingama,0,0,,,0,2,,,,,,,,,,,,,,,,,,,1/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachazi,MW20209,Mkunya,0,0,,,0,1,,,,,,,,,,,,,,,,,,,1/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachazi,MW20210,Tchamaira,0,0,,,0,1,,,,,,,,,,,,,,,,,,,1/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachazi,MW20211,Kauma,0,0,,,0,1,,,,,,,,,,,,,,,,,,,1/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachazi,MW20212,Chiperera,0,0,,,0,1,,,,,,,,,,,,,,,,,,,1/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachazi,MW20213, Mpuma,0,0,,,0,2,,,,,,,,,,,,,,,,,,,1/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachazi,MW20214,Mpochi,0,0,,,0,23,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachazi,MW20215,Madzi Matondowo,0,0,,,0,74,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Malengachazi,MW20216,Ng'omba,0,0,,,0,48,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Nkhata Bay,MW103,Mankhambira,MW10306,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,1/4/2002,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Ntcheu,MW209,Masasa,MW20909,Chinkango,0,0,,,0,196,,,,,,,,,,,,,,,,,,,19-01-17,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Ntcheu,MW209,Masasa,MW20909,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,12/3/2006,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Ntcheu,MW209,Masasa ,MW20909,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,18-03-06,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Chikwawa,MW310,Maseya,MW31004,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,7/2/2006,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Chikwawa,MW310,Maseya ,MW31004,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,26-11-06,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Chikwawa,MW310,Maseya ,MW31004,Maseya,0,0,,,0,0,,,,,,,,,,,,,,,,,,,12/12/2004,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Mchinji,MW207,Mavwere ,MW20702,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,1/1/2001,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mbenje,MW31106,,0,0,,,0,448,,,,,,,,,,,,,,,,,,,27-01-12,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mbenje,MW31106,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,27-01-12,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mbenje ,MW31106,,0,0,,,0,199,,,,,,,,,,,,,,,,,,,27-01-08,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mbenje ,MW31106,Mbenje,0,0,,,0,1348,,,,,,,,,,,,,,,,,,,12/12/2004,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Nkhata Bay,MW103,Mbwana,,,0,0,,,0,489,,,,,,,,,,,,,,,,,,,11/4/2014,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Nkhata Bay,MW103,Mbwana,,,0,0,,,0,502,,,,,,,,,,,,,,,,,,,23-04-14,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Zomba,MW303,M'bwana,MW30305,,0,0,,,0,330,,,,,,,,,,,,,,,,,,,20-09-13,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Mchinji,MW207,Mkanda,MW20705,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,1/1/2001,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Phalombe,MW309,Mkhumba,MW30901,,0,0,,,0,274,,,,,,,,,,,,,,,,,,,26-12-13,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Mulanje,MW308,Mkumba,,Mkumba,3,0,,,0,1156,,,,,,,,,,,,,,,,,,,16-02-04,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Nkhata Bay,MW103,"Mkumbira, ",MW10308,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,1/4/2002,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Chikwawa,MW310,Mlima,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,7/2/2006,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mlolo,MW31104,,0,0,,,0,555,,,,,,,,,,,,,,,,,,,17-02-14,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mlolo,MW31104,Osiyana,0,0,,,0,341,,,,,,,,,,,,,,,,,,,11/3/2011,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mlolo,MW31104,Sambani,0,0,,,0,73,,,,,,,,,,,,,,,,,,,11/3/2011,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mlolo,MW31104,Kalonga,0,0,,,0,189,,,,,,,,,,,,,,,,,,,11/3/2011,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mlolo,MW31104,Mchacha James,0,0,,,0,44,,,,,,,,,,,,,,,,,,,11/3/2011,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mlolo,MW31104,,0,0,,,0,25000,,,,,,,,,,,,,,,,,,,1/2/2001,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mlolo,MW31104,,0,0,,,0,2259,,,,,,,,,,,,,,,,,,,13-03-00,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mlolo ,MW31104,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,5/1/2008,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mlolo ,MW31104,Chapinga Gooke,0,0,,,0,2860,,,,,,,,,,,,,,,,,,,19-01-08,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mlolo ,MW31104,Mlolo,0,0,,,0,62,,,,,,,,,,,,,,,,,,,1/2/2003,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Nsanje,MW311,Mlolo ,MW31104,,0,0,,,0,700,,,,,,,,,,,,,,,,,,,1/2/2002,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Machinga,MW302,Mlomba,MW30206,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,1/2/2001,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Machinga,MW302,Mlomba ,MW30206,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,6/3/2006,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Mchinji,MW207,Mlonyeni ,MW20701,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,1/1/2001,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Zomba,MW303,Mlumbe,MW30306,,0,0,,,0,77,,,,,,,,,,,,,,,,,,,24-01-12,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Zomba,MW303,Mlumbe,MW30306,,0,0,,,0,50,,,,,,,,,,,,,,,,,,,12/9/2011,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Mzimba,MW105,Mpherembe,MW10509,,0,0,,,0,80,,,,,,,,,,,,,,,,,,,25-01-11,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Mzimba,MW105,Mpherembe  ,MW10509,,0,0,,,0,16,,,,,,,,,,,,,,,,,,,12/7/2011,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Mphonde,MW20204,Bulutmuti,0,2,,,0,17,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Mphonde,MW20204,Saile,0,0,,,0,25,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Mphonde,MW20204,Mwenyehera,0,0,,,0,4,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Thyolo,MW307,Mphuka,MW30705,,0,0,,,0,114,,,,,,,,,,,,,,,,,,,17-11-12,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
