serial,admin_level_0_code,admin_level_1_code,admin_level_2_code,admin_level_0_name,admin_level_1_name,admin_level_2_name,event,location,year,month,day,deaths,injured,missing,affected,houses_destroyed,houses_damaged,others,sources,losses $loc,losses $usd,date,health,education,agriculture,industry,aqueduct,sewerage,energy,communication,cause,damaged roads,magnitude,damaged hospitals,damaged education centers,damage in crops Ha.,lost cattle,evacuated,relocated,latitude,longitude,comments
1287,13.0,,,KIAMBU,,,DROUGHT,Kakuzi,2009,10,9,0,0,0,0,0,0,,IFRC,0,0,,-1,-1,-1,0,-1,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
1288,18.0,,,KITUI,,,FLOOD,Mutomo,2010,1,6,0,0,0,0,6,0,,IFRC,0,0,,0,0,-1,0,-1,-1,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1289,30.0,,,NAIROBI,,,FLOOD,Kibera,2009,12,22,0,0,0,0,60,0,,IFRC,0,0,,-1,-1,0,0,0,-1,-1,-1,El Niño,0,,0,0,0.0,0,0,0,0.0,0.0,
1290,30.0,,,NAIROBI,,,FLOOD,Makadara,2009,12,22,0,0,0,0,0,33,Roofs of houses blown by wind,IFRC,0,0,,0,-1,0,0,0,0,-1,-1,El Niño,0,,0,0,0.0,0,0,0,0.0,0.0,
1291,14.0,,,KILIFI,,,DROUGHT,Bamba,2009,10,9,0,0,0,0,0,0,,IFRC,0,0,,-1,-1,-1,0,-1,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
1292,6.0,,,GARISSA,,,DROUGHT,Alango Arba,2009,9,28,0,0,0,0,0,0,,IFRC,0,0,,-1,-1,-1,0,-1,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
1293,28.0,,,MOMBASA,,,FLOOD,"Likoni, Miritini, Port Reitz",2008,6,1,0,0,0,585,0,13,,"GOK, OP.15/047/4",0,0,,0,0,-1,0,0,0,0,0,El Niño,0,,0,0,0.0,0,0,0,0.0,0.0,
1294,28.0,,,MOMBASA,,,FLOOD,Changamwe and Kisima Cha zamani Areas,2008,6,1,0,0,0,0,0,0,,"GOK, OP.15/047/4",0,0,,0,0,-1,0,0,0,0,0,El Niño,0,,0,0,0.0,0,0,0,0.0,0.0,
1295,31.0,,,NAKURU,,,FLOOD,Munyu village Mai-Mahiu location,2012,4,28,2,0,0,0,0,0,,KPR,0,0,,0,0,0,0,0,0,0,0,Drowning,0,,0,0,0.0,0,0,0,0.0,0.0,
1296,9.0,,,KAJIADO,,,FLOOD,Intilal location,2012,4,24,0,0,0,0,0,0,,kpr,0,0,,0,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,100 homesteads with all the properties were swept
1297,22.0,,,MACHAKOS,,,FLOOD,Athi River,2012,5,4,0,0,0,0,0,0,,NDOC,0,0,,0,0,0,0,0,0,0,0,Flood,-1,,0,0,0.0,0,0,0,0.0,0.0,"several houses were submerged,four families displaced and thirteen households marooned"
1298,9.0,,,KAJIADO,,,FLOOD,River Lelempe along Magadi RD,2012,5,4,3,0,0,0,0,0,,NDOC,0,0,,0,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1299,30.0,,,NAIROBI,,,FLOOD,Ruai,2012,5,4,0,0,0,100,0,0,,NDOC,0,0,,0,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,100 people were marooned with floods
1300,22.0,,,MACHAKOS,,,FLOOD,Lower Yatta District,2012,5,6,0,0,0,0,0,0,,NDOC,0,0,,0,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,1,0,0.0,0.0,one person marooned by water
1301,17.0,,,KISUMU,,,FLOOD,River Awach Tende,2012,4,19,0,0,0,441,0,68,,kpr,0,0,,0,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1302,7.0,,,HOMABAY,,,FLOOD,Central Kabuoch Location,2012,4,19,1,0,0,0,0,0,,kpr,0,0,,0,0,0,0,0,0,0,0,Drowning,0,,0,0,0.0,0,0,0,0.0,0.0,
1323,40.0,,,TANA-RIVER,,,FLOOD,Mwina (Bora Imani),2012,5,30,0,0,0,0,48,0,,SPECIAL PROGRAMME,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,48 household were affected.
1324,40.0,,,TANA-RIVER,,,FLOOD,Mwina (Godhey),2012,5,30,0,0,0,0,110,0,,SPECIAL PROGRAMME,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,110 household were affected.
1325,40.0,,,TANA-RIVER,,,FLOOD,Mwina (senangu),2012,5,30,0,0,0,0,160,0,,SPECIAL PROGRAMME,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,110 household  were affected
1326,40.0,,,TANA-RIVER,,,FLOOD,Mwina (chelwa),2012,5,30,0,0,0,0,0,0,,SPECIAL PROGRAMME,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1327,40.0,,,TANA-RIVER,,,FLOOD,Mwina (Hada),2012,5,30,0,0,0,0,0,0,,SPECIAL PROGRAMME,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1328,40.0,,,TANA-RIVER,,,FLOOD,Mwina (Eskadek),2012,5,30,0,0,0,0,86,0,,SPECIAL PROGRAMME,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,86 household affected.
1329,40.0,,,TANA-RIVER,,,FLOOD,Mwina (Fejji),2012,5,30,0,0,0,0,48,0,,SPECIAL PROGRAMME,0,0,,-1,-1,0,0,0,0,0,0,Rain,-1,,0,0,0.0,0,0,0,0.0,0.0,48 household affected
1330,40.0,,,TANA-RIVER,,,FLOOD,Mwina (Tulichani),2012,5,30,0,0,0,0,98,0,,SPECIAL PROGRAMME,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,98 household affected.
1331,40.0,,,TANA-RIVER,,,FLOOD,Mwina (Huluba),2012,5,30,0,0,0,0,112,0,Crops were submerged and farms flooded,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,112 house hold affected.
1332,40.0,,,TANA-RIVER,,,FLOOD,Mwina-Hakani,2012,5,30,0,0,0,0,0,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1333,40.0,,,TANA-RIVER,,,FLOOD,Mwina-Lazima A,2012,5,30,0,0,0,0,70,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,70 House hold were affected
1334,40.0,,,TANA-RIVER,,,FLOOD,Mwina-Salama B,2012,5,30,0,0,0,0,30,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,30 household affected.
1335,40.0,,,TANA-RIVER,,,FLOOD,Ndera-Balatiro,2012,5,30,0,0,0,0,0,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1336,40.0,,,TANA-RIVER,,,FLOOD,Ndera-Bahati A,2012,5,30,0,0,0,0,0,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1337,40.0,,,TANA-RIVER,,,FLOOD,Ndera-Bahati B,2012,5,30,0,0,0,0,0,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1338,40.0,,,TANA-RIVER,,,FLOOD,Ndera-Bahati C,2012,5,30,0,0,0,0,0,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1339,40.0,,,TANA-RIVER,,,FLOOD,Shirikisho-Matomba,2012,5,30,0,0,0,0,0,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1340,40.0,,,TANA-RIVER,,,FLOOD,Shirikisho-Matomba,2012,5,30,0,0,0,0,0,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1341,40.0,,,TANA-RIVER,,,FLOOD,Shirikisho-Matomba,2012,5,30,0,0,0,0,0,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1342,40.0,,,TANA-RIVER,,,FLOOD,Shirikisho-Umoja,2012,5,30,0,0,0,0,0,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1343,40.0,,,TANA-RIVER,,,FLOOD,Galili-Ferry,2012,5,30,0,0,0,0,0,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1344,40.0,,,TANA-RIVER,,,FLOOD,Galili-Wolkon,2012,5,30,0,0,0,0,91,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,91 household were affected.
1345,40.0,,,TANA-RIVER,,,FLOOD,Galili-Tianaga,2012,5,30,0,0,0,0,41,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,41 household affected.
1346,40.0,,,TANA-RIVER,,,FLOOD,Bilisa-Korlabe A,2012,5,30,0,0,0,0,176,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,176 household affected.
1347,40.0,,,TANA-RIVER,,,FLOOD,Bilisa-Korlabe B,2012,5,30,0,0,0,0,165,0,,GOK,0,0,,0,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,165 Household affected.
1348,40.0,,,TANA-RIVER,,,FLOOD,Bilisa-Korlabe C,2012,5,30,0,0,0,0,180,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,180 household affected.
1349,40.0,,,TANA-RIVER,,,FLOOD,Miyesa,2012,5,30,0,0,0,0,147,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,147 household affected.
1350,40.0,,,TANA-RIVER,,,FLOOD,Kiomo Ngumu,2012,5,30,0,0,0,0,35,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,35 household affected.
1351,40.0,,,TANA-RIVER,,,FLOOD,Gelwa Marembo,2012,5,30,0,0,0,0,54,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,54 household affected.
1352,40.0,,,TANA-RIVER,,,FLOOD,Dobale,2012,5,30,0,0,0,0,193,0,,GOK,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,193 household affected.
1353,17.0,,,KISUMU,,,FLOOD,ONDIEK ESTATE,2012,3,4,1,0,0,0,0,0,,KPR,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0.0,0,0,0,0.0,0.0,
1354,27.0,,,MIGORI,,,FLOOD,RAPOGI AREA,2012,3,4,2,0,0,0,0,0,,KPR,0,0,,0,0,0,0,0,0,0,0,Drowning,0,,0,0,0.0,0,0,0,0.0,0.0,
1355,31.0,,,NAKURU,,,FLOOD,NGONDI TRADING CENTRE,2012,5,13,1,0,0,0,0,0,,KPR,0,0,,0,0,0,0,0,0,0,0,Drowning,0,,0,0,0.0,0,0,0,0.0,0.0,
6801,26.0,,,MERU,,,MUDSLIDE,Nkubu,2015,10,1,4,1,0,0,0,0,,KP,0,0,2016-03-16,0,0,0,0,0,0,0,0,Rain,-1,,0,0,0.0,0,0,0,0.0803374980896635,37.6583862304688,4 deaths and 1 injured was reported.
6802,6.0,,,GARISSA,,,FLOOD,LAGDERA,2015,10,5,0,0,0,0,0,0,,KP,0,0,2016-03-16,0,0,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,-0.47927297512115,39.638671875,Unknown number of livestock died.
6803,28.0,,,MOMBASA,,,MUDSLIDE,LIKONI,2015,10,6,1,0,0,0,0,0,,KP,0,0,2016-03-16,0,0,-1,0,0,0,0,0,Rain,-1,,0,0,0.0,0,0,0,-4.041200228489729,39.68597815625,1 DEATH WAS REPORTED
6804,7.0,,,HOMABAY,,,LIGHTNING,ST MARY'S MAGINA GIRLS,2015,10,16,1,4,0,0,0,0,,KP,0,0,2016-03-16,-1,-1,0,0,0,0,-1,0,Other cause,0,,0,0,0.0,0,0,0,-0.545188305986901,34.453125,One death report and four injured
5450,30.0,,,NAIROBI,,,STRUCTURAL COLLAPSE,Zimmerman,2016,3,16,0,0,0,0,0,0,,KP,0,0,2016-03-16,0,0,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.38572857380131,36.8515055,No deaths or injuries reported
5465,30.0,,,NAIROBI,,,FIRE,Saint Charles Sinui,2015,2,24,0,0,0,0,0,0,,KP,0,0,2016-03-16,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.36376224225624,36.82953284375,"Case still pending, value and cause of damage cannot be established."
5466,32.0,,,NANDI,,,FIRE,SDA Labuywo Academy,2015,3,6,3,0,0,0,0,0,,KP,0,0,2016-03-16,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,0.68229645,35.1705973,3 deaths and some pupils were injured during stampede
5467,30.0,,,NAIROBI,,,FIRE,Jagiet Academy Riruta,2015,3,11,0,0,0,0,0,0,,KP,0,0,2016-03-16,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.1880246433115902,36.87347815625,The school administration block and property of unknown value destroyed
5468,3.0,,,BUNGOMA,,,FIRE,Mitua Secondary School,2015,3,30,0,20,0,0,0,0,,KP,0,0,2016-03-16,-1,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,0.514764152184403,34.401554328125,Property of unknown value was destroyed
5472,18.0,,,KITUI,,,FIRE,St Charles Lwanga High School,2015,4,17,0,0,0,0,0,0,,KP,0,0,2016-03-17,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.4076947016287402,38.0380289375,1 domitory and property of unknown value destroyed.
5473,16.0,,,KISII,,,FIRE,Cardinal Otunga Mosocho,2015,5,5,0,0,0,0,0,3,,KP,0,0,2016-03-17,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-0.688215302450177,34.7860758125,1 dormitory and property of unknown value were destroyed
5475,27.0,,,MIGORI,,,FIRE,St Joseph High School,2015,3,17,0,0,0,0,0,0,,KP,0,0,2016-03-17,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.05621401756015,34.56634925,Property approximately worth 3.6million was destroyed.
5477,22.0,,,MACHAKOS,,,FIRE,Kyaithani Secondary School,2015,5,8,0,0,0,0,0,0,,KP,0,0,2016-03-17,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.52575901254995,37.255253058593794,property worth unknown value was destroyed
5478,35.0,,,NYANDARUA,,,FIRE,Passenga Mixed School,2015,5,10,0,0,0,0,1,0,,KP,0,0,2016-03-17,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,0.119263178837353,36.093448859375,1 dormitory and property of unknown value destroyed.
5479,16.0,,,KISII,,,FIRE,St Peter Mixed Secondary School,2015,5,13,0,0,0,0,0,2,,KP,0,0,2016-03-17,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-0.666244181214347,34.7860758125,2 dormitories and property of unknown value destroyed.
5480,29.0,,,MURANGA,,,FIRE,Dr Kiano Secondary School,2015,5,14,0,0,0,0,0,0,,KP,0,0,2016-03-17,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-0.855741539402267,36.99982092968751,Cause of fire has not been established.
5481,22.0,,,MACHAKOS,,,FIRE,Miu High School,2015,5,18,0,0,0,0,0,0,,KP,0,0,2016-03-17,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.5394870098391398,37.28546546093751,Property and documents of unknown value was destroyed.
5482,26.0,,,MERU,,,FIRE,Motiokiama Mixed Day and Boarding,2015,5,15,0,0,0,0,0,0,,KP,0,0,2016-03-17,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,0.0643316108192515,37.6864664375,Cause of fire has not been established.
5521,45.0,,,VIHIGA,,,FIRE,Tigoi Girls High School,2015,8,26,0,0,0,0,0,0,,,0,0,2016-03-18,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,0.141235778177448,34.3383829414063,Property of unknown value was destroyed
5522,22.0,,,MACHAKOS,,,FIRE,Bishop Ndambuki Education Centre Primary School,2015,9,2,0,0,0,0,0,0,,,0,0,2016-03-18,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.5285046190419098,37.257999640625,Property of unknown value was destroyed
5523,42.0,,,TRANS-NZOIA,,,FIRE,Boma Boys High School Kitale,2015,9,2,0,0,0,0,0,0,,KP,0,0,2016-03-18,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,1.01322290172296,35.0003092109375,Property of unknown value was destroyed
5525,7.0,,,HOMABAY,,,FIRE,Oyugi's Island Academy,2015,9,6,0,0,0,0,0,0,,KP,0,0,2016-03-18,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-0.539908432048059,34.4509928046875,Property of unknown value of fire was destroyed.
5526,22.0,,,MACHAKOS,,,FIRE,Lema Girls Secondary School,2015,9,8,0,0,0,0,0,0,,KP,0,0,2016-03-18,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.5147765516006202,37.28546546093751,Property of unknown value was destroyed
5527,18.0,,,KITUI,,,FIRE,Nuu Secondary School,2015,9,8,0,0,0,0,0,0,,KP,0,0,2016-03-18,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.3198289809206798,38.0380289375,Property of unknown value was destroyed
5528,16.0,,,KISII,,,FIRE,Chalkman Academy,2015,9,22,0,0,0,0,0,0,,,0,0,2016-03-18,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-0.671736970834626,34.7860758125,"Property worth 51,200/- was destroyed"
5529,23.0,,,MAKUENI,,,FIRE,Kyumbi Secondary School,2015,10,7,0,0,0,0,0,0,,KP,0,0,2016-03-18,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.6932343571518502,37.24152014843751,Property worth 3 million was destroyed and cause of fire not yet established.
5530,13.0,,,KIAMBU,,,FIRE,Kalimoni Primary School,2015,10,11,0,0,0,0,0,0,,KP,0,0,2016-03-18,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.17704065505425,36.83502600781249,"property worth 200,00/- was destroyed"
5531,26.0,,,MERU,,,FIRE,Burieruri High School,2015,10,19,0,0,0,0,0,0,,KP,0,0,2016-03-18,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,0.0203863114059826,37.66449378125,Property of unknown value was destroyed
5547,9.0,,,KAJIADO,,,FLOOD,Kajiado North,2015,11,10,1,0,0,0,0,0,,KP,0,0,2016-03-21,-1,0,0,0,0,0,0,0,Rain,-1,,0,0,0.0,0,0,0,0.0,0.0,Murram roads were destroyed.
5578,30.0,,,NAIROBI,,,FLOOD,Ruai,2015,12,13,1,0,0,0,0,0,,KP,0,0,2016-03-22,-1,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,-1.27589494343854,36.82953284375,Body retrieved
5436,33.0,,,NAROK,,,FLOOD,,2015,11,13,6,0,0,0,0,0,,police sitrep,0,0,2016-03-15,0,0,-1,0,0,0,0,0,,0,,0,0,0.0,300,0,0,-1.0889956,35.87612556,
5441,30.0,,,NAIROBI,,,FLOOD,Kawangware,2013,3,29,1,0,0,0,0,0,,KP,0,0,2016-03-16,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,-1.34179571022037,36.82953284375,Body retrieved and taken to Chiromo mortuary
5445,30.0,,,NAIROBI,,,FLOOD,Ngoro,2013,3,29,4,0,1,0,0,0,,KP,0,0,2016-03-16,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,The Deaceased were swept away by flooding waters.
5446,30.0,,,NAIROBI,,,FLOOD,CBD,2013,3,29,0,2,0,0,0,0,,KP,0,0,2016-03-16,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,-1.27589494343854,36.82953284375,2 people almost drowned in running waters
5447,9.0,,,KAJIADO,,,FLOOD,Ngong,2013,3,29,1,0,0,0,0,0,,KP,0,0,2016-03-16,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,-1.35827062791724,36.64825842968751,swept away by running waters after heavy downpour
5448,9.0,,,KAJIADO,,,FLOOD,Ole Polos River,2013,4,13,1,0,0,0,0,0,,KP,0,0,2016-03-16,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,Body retrieved 500 metres downstream
5449,33.0,,,NAROK,,,FLOOD,Ololunga Narok South,2013,4,13,10,0,2,0,0,0,,KP,0,0,2016-03-16,-1,-1,0,0,0,0,0,0,Rain,0,,0,1,0.0,0,0,0,-1.09465939194476,35.873722296875,Two pupils from Leshuta primary school were swept away
5450,33.0,,,NAROK,,,FLOOD,Naikara area,2013,4,3,1,1,0,0,0,0,,KP,0,0,2016-03-16,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,-1.0891672253788,35.873722296875,One male aged 14 years survived
5451,33.0,,,NAROK,,,FLOOD,Masurura (Transmara),2013,3,4,1,1,0,0,0,0,1 pickup vehichle swept away,KP,0,0,2016-03-16,0,0,0,0,0,0,0,0,Rain,-1,,0,0,0.0,0,0,0,0.0,0.0,Drowning occured after a pickup was swept away
5452,33.0,,,NAROK,,,FLOOD,Doroboni River,2013,4,2,4,2,0,0,0,0,1 Toyota station wagon was swept away and damaged,KP,0,0,2016-03-16,-1,0,0,0,0,0,0,0,Rain,-1,,0,0,0.0,0,0,0,-1.08367504880387,35.873722296875,people were swept away while traveling in a vehichle
5453,33.0,,,NAROK,,,FLOOD,Mulot,2013,4,7,1,0,0,0,0,0,,KP,0,0,2016-03-16,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,-1.08367504880387,35.87921546093751,Victim was swept away while trying to cross stream
5454,6.0,,,GARISSA,,,FLOOD,Gaissa,2013,4,7,0,0,0,1000,0,0,,KP,0,0,2016-03-16,0,-1,0,0,0,0,0,-1,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,people forced to abandon their homesteads due to floods and seek refuge on higher grounds
5455,17.0,,,KISUMU,,,FLOOD,Nyando,2013,4,7,0,0,0,825,0,165,Dykes damaged among other infrastructure,KP,0,0,2016-03-16,-1,-1,0,0,-1,0,0,0,Rain,-1,,0,0,0.0,0,0,0,0.0,0.0,People forced to seek refuge on higher grounds to escape rising waters
5456,40.0,,,TANA-RIVER,,,FLOOD,Madogo,2013,3,20,3,0,0,5,1,0,Houses damaged,KP,0,0,2016-03-16,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,A manyatta was destroyed by raging waters with the 3 deaceased inside
5460,25.0,,,MARSABIT,,,FLOOD,Marsabit,2013,3,30,3,0,1,0,0,0,,KP,0,0,2016-03-17,-1,0,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,2.5244519482474894,38.0380289375,
5461,27.0,,,MIGORI,,,FLOOD,Migori,2013,4,3,1,0,0,0,0,0,,KP,0,0,2016-03-17,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,-0.858487814115915,34.45648596875,
5462,11.0,,,KEIYO-MARAKWET,,,FLOOD,Elgeyo Marakwet,2013,4,3,1,0,0,0,0,0,,KP,0,0,2016-03-17,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.605397019356314,35.3710977851563,
5463,29.0,,,MURANGA,,,FLOOD,Gatumbi/ Nyagachi village,2013,4,7,2,0,0,0,0,0,,KP,0,0,2016-03-17,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,-0.51244377017971,36.9490091621094,
5464,29.0,,,MURANGA,,,LANDSLIDE,Muthithi,2013,4,8,1,0,0,5,0,0,,KP,0,0,2016-03-17,-1,0,0,0,0,0,0,0,Overflow,0,,0,0,0.0,0,0,0,-0.68272253150301,36.94488928906249,
5548,27.0,,,MIGORI,,,FLOOD,Trans Nzoia- Sabaot area,2015,11,10,0,0,0,0,0,0,,KP,0,0,2016-03-21,0,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,River Kuja broke its banks causing floods. Residents advised to move to higher grounds.
5550,27.0,,,MIGORI,,,FLOOD,Nyatike subcounty,2015,11,15,0,0,0,0,0,0,,KP,0,0,2016-03-21,0,0,-1,0,0,0,0,0,Rain,-1,,0,0,0.0,0,0,0,0.0,0.0,"River Sabwani broke its banks and destroyed crops, pit latrines and feeder roads were in bad conditions."
5551,8.0,,,ISIOLO,,,FLOOD,Merti subcounty,2015,11,15,0,0,0,0,0,0,,KP,0,0,2016-03-21,-1,-1,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,Ewaso nyiro River burst its banks Causing floods.
5552,11.0,,,KEIYO-MARAKWET,,,FLOOD,Kapsawar and Chesoi areas,2015,11,15,0,0,0,0,0,0,,KP,0,0,2016-03-21,-1,-1,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,Roads are in bad condition . Animals swept away.
5553,6.0,,,GARISSA,,,FLOOD,Garissa town,2015,11,10,0,0,0,0,0,0,,KP,0,0,2016-03-21,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,People displaced.County Commissioner and Disaster Committee in the area distributed food and non-food items.
5554,31.0,,,NAKURU,,,FLOOD,Rongai,2015,11,15,0,0,0,0,0,0,,KP,0,0,2016-03-21,-1,0,0,0,0,0,0,0,Rain,-1,,0,0,0.0,0,0,0,0.0,0.0,Burgei bridge was swept away.
5558,27.0,,,MIGORI,,,LIGHTNING,Kamagambo,2015,12,27,1,0,0,0,0,0,,KP,0,0,2016-03-22,-1,0,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.05621401756015,34.478458625,
5573,12.0,,,KERICHO,,,LANDSLIDE,Kipkelion,2015,12,16,0,0,0,0,0,0,,KP,0,0,2016-03-22,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,-0.358639666498938,35.29144690625,Families were displaced
5574,6.0,,,GARISSA,,,EPIDEMIC,Dadaab refugee camp,2015,12,17,7,0,0,547,0,0,,KP,0,0,2016-03-22,-1,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.08630425,40.32318519,Heavy rains causing flooding and poor hygiene
