date,year,month,district,DMP
2013-01-01,2013,1,BUYENDE,14948
2013-01-01,2013,1,KIBUKU,4977
2013-01-01,2013,1,BUIKWE,22597
2013-01-01,2013,1,LUUKA,9558
2013-01-01,2013,1,KAYUNGA,21425
2013-01-01,2013,1,BUTALEJA,8403
2013-01-01,2013,1,SIRONKO,6804
2013-01-01,2013,1,MUBENDE,67173
2013-01-01,2013,1,KABERAMAIDO,12038
2013-01-01,2013,1,NAPAK,26414
2013-01-01,2013,1,GULU,9940
2013-01-01,2013,1,BUHWEJU,13679
2013-01-01,2013,1,MANAFWA,2653
2013-01-01,2013,1,MARACHA,2425
2013-01-01,2013,1,OYAM,19165
2013-01-01,2013,1,KWEEN,7477
2013-01-01,2013,1,RUKUNGIRI,23062
2013-01-01,2013,1,MASAKA,14986
2013-01-01,2013,1,AMURU,15755
2013-01-01,2013,1,NAKAPIRIPIRIT,27796
2013-01-01,2013,1,KISORO,12909
2013-01-01,2013,1,SSEMBABULE,33086
2013-01-01,2013,1,KABAROLE,24332
2013-01-01,2013,1,RUBANDA,10597
2013-01-01,2013,1,MUKONO,32674
2013-01-01,2013,1,BULIISA,9825
2013-01-01,2013,1,ARUA,20012
2013-01-01,2013,1,BUDUDA,4885
2013-01-01,2013,1,DOKOLO,8580
2013-01-01,2013,1,ZOMBO,9008
2013-01-01,2013,1,BUNYANGABU,7530
2013-01-01,2013,1,LYANTONDE,12185
2013-01-01,2013,1,NAMUTUMBA,9393
2013-01-01,2013,1,RUKIGA,5556
2013-01-01,2013,1,GOMBA,26481
2013-01-01,2013,1,KAMWENGE,36135
2013-01-01,2013,1,BUTEBO,3237
2013-01-01,2013,1,NAMISINDWA,4928
2013-01-01,2013,1,WAKISO,29083
2013-01-01,2013,1,BUSIA,10465
2013-01-01,2013,1,KASESE,38732
2013-01-01,2013,1,NAKASONGOLA,34013
2013-01-01,2013,1,IGANGA,14160
2013-01-01,2013,1,AMURIA,18306
2013-01-01,2013,1,SOROTI,11089
2013-01-01,2013,1,YUMBE,6840
2013-01-01,2013,1,BUKWO,7473
2013-01-01,2013,1,KAPCHORWA,5450
2013-01-01,2013,1,KAABONG,44268
2013-01-01,2013,1,PADER,17147
2013-01-01,2013,1,KABALE,8598
2013-01-01,2013,1,KIRUHURA,65066
2013-01-01,2013,1,MITOOMA,12224
2013-01-01,2013,1,KITGUM,19157
2013-01-01,2013,1,KAGADI,20071
2013-01-01,2013,1,ALEBTONG,11608
2013-01-01,2013,1,BUSHENYI,14650
2013-01-01,2013,1,KALANGALA,5000
2013-01-01,2013,1,MBALE,6347
2013-01-01,2013,1,NTOROKO,10844
2013-01-01,2013,1,NEBBI,5672
2013-01-01,2013,1,BUDAKA,3968
2013-01-01,2013,1,MITYANA,26173
2013-01-01,2013,1,BUKEDEA,9894
2013-01-01,2013,1,BUVUMA,4271
2013-01-01,2013,1,MBARARA,25783
2013-01-01,2013,1,PALLISA,6466
2013-01-01,2013,1,KOTIDO,18563
2013-01-01,2013,1,NGORA,5863
2013-01-01,2013,1,KYOTARA,9790
2013-01-01,2013,1,BUKOMANSIMBI,8420
2013-01-01,2013,1,NAKASEKE,40901
2013-01-01,2013,1,KUMI,9130
2013-01-01,2013,1,ADJUMANI,11327
2013-01-01,2013,1,HOIMA,44448
2013-01-01,2013,1,PAKWACH,3647
2013-01-01,2013,1,MOROTO,22862
2013-01-01,2013,1,OMORO,12743
2013-01-01,2013,1,KOBOKO,4233
2013-01-01,2013,1,MOYO,4638
2013-01-01,2013,1,KATAKWI,15271
2013-01-01,2013,1,KIRYANDONGO,33131
2013-01-01,2013,1,RUBIRIZI,16808
2013-01-01,2013,1,NAMAYINGO,7185
2013-01-01,2013,1,MPIGI,20063
2013-01-01,2013,1,SHEEMA,10656
2013-01-01,2013,1,RAKAI,33167
2013-01-01,2013,1,TORORO,14640
2013-01-01,2013,1,KYEGEGWA,26090
2013-01-01,2013,1,SERERE,13860
2013-01-01,2013,1,KYENJOJO,38753
2013-01-01,2013,1,BUTAMBALA,7377
2013-01-01,2013,1,LAMWO,20406
2013-01-01,2013,1,MAYUGE,16693
2013-02-01,2013,2,NAPAK,21086
2013-02-01,2013,2,KIBOGA,16258
2013-02-01,2013,2,SSEMBABULE,26030
2013-02-01,2013,2,MOROTO,14116
2013-02-01,2013,2,KYOTARA,8528
2013-02-01,2013,2,MITYANA,22011
2013-02-01,2013,2,KAMWENGE,29407
2013-02-01,2013,2,BUKOMANSIMBI,6733
2013-02-01,2013,2,TORORO,11410
2013-02-01,2013,2,MANAFWA,2209
2013-02-01,2013,2,SHEEMA,10550
2013-02-01,2013,2,KOTIDO,14136
2013-02-01,2013,2,NAMUTUMBA,6897
2013-02-01,2013,2,NAKASEKE,31405
2013-02-01,2013,2,MITOOMA,11606
2013-02-01,2013,2,KAABONG,31860
2013-02-01,2013,2,KIRYANDONGO,21234
2013-02-01,2013,2,KAPCHORWA,5070
2013-02-01,2013,2,SIRONKO,6398
2013-02-01,2013,2,PADER,14279
2013-02-01,2013,2,AMOLATAR,6288
2013-02-01,2013,2,BULIISA,6708
2013-02-01,2013,2,ALEBTONG,8528
2013-02-01,2013,2,AMURIA,14542
2013-02-01,2013,2,GULU,7844
2013-02-01,2013,2,BUNDIBUGYO,12994
2013-02-01,2013,2,KYENJOJO,32120
2013-02-01,2013,2,GOMBA,21906
2013-02-01,2013,2,MPIGI,18055
2013-02-01,2013,2,NGORA,3817
2013-02-01,2013,2,KWEEN,6321
2013-02-01,2013,2,KAMULI,14984
2013-02-01,2013,2,BUKEDEA,7312
2013-02-01,2013,2,LYANTONDE,9936
2013-02-01,2013,2,AGAGO,17732
2013-02-01,2013,2,IGANGA,10850
2013-02-01,2013,2,KABAROLE,21981
2013-02-01,2013,2,LUWERO,27295
2013-02-01,2013,2,PAKWACH,2569
2013-02-01,2013,2,LWENGO,10541
2013-02-01,2013,2,NTOROKO,8289
2013-02-01,2013,2,RUKIGA,5410
2013-02-01,2013,2,OMORO,9207
2013-02-01,2013,2,JINJA,8588
2013-02-01,2013,2,KASESE,33731
2013-02-01,2013,2,KAGADI,14341
2013-02-01,2013,2,LUUKA,7089
2013-02-01,2013,2,KIBAALE,14940
2013-02-01,2013,2,BUSIA,8085
2013-02-01,2013,2,NAMAYINGO,5803
2013-02-01,2013,2,KAKUMIRO,16033
2013-02-01,2013,2,KALANGALA,4255
2013-02-01,2013,2,KYANKWANZI,19085
2013-02-01,2013,2,BUTAMBALA,6608
2013-02-01,2013,2,BUYENDE,9855
2013-02-01,2013,2,MUKONO,29547
2013-02-01,2013,2,RUBIRIZI,14346
2013-02-01,2013,2,NTUNGAMO,29791
2013-02-01,2013,2,ISINGIRO,28273
2013-02-01,2013,2,KYEGEGWA,21211
2013-02-01,2013,2,BUDAKA,3400
2013-02-01,2013,2,APAC,16553
2013-02-01,2013,2,LAMWO,16534
2013-02-01,2013,2,KALUNGU,8877
2013-02-01,2013,2,KAMPALA,1044
2013-02-01,2013,2,NAMISINDWA,4460
2013-02-01,2013,2,KOLE,6287
2013-02-01,2013,2,OTUKE,8484
2013-02-01,2013,2,ZOMBO,7829
2013-02-01,2013,2,NAKASONGOLA,23407
2013-02-01,2013,2,MASAKA,13128
2013-02-01,2013,2,MUBENDE,53577
2013-02-01,2013,2,KOBOKO,3585
2013-02-01,2013,2,MAYUGE,14543
2013-02-01,2013,2,KISORO,13024
2013-02-01,2013,2,ARUA,16863
2013-02-01,2013,2,LIRA,7478
2013-02-01,2013,2,KALIRO,5995
2013-02-01,2013,2,KIBUKU,4169
2013-02-01,2013,2,AMURU,12638
2013-02-01,2013,2,HOIMA,29620
2013-02-01,2013,2,KABALE,8406
2013-02-01,2013,2,KAYUNGA,15879
2013-02-01,2013,2,BUKWO,7272
2013-02-01,2013,2,WAKISO,26098
2013-02-01,2013,2,KUMI,6256
2013-02-01,2013,2,IBANDA,11479
2013-02-01,2013,2,KATAKWI,12414
2013-02-01,2013,2,AMUDAT,8078
2013-02-01,2013,2,BULAMBULI,6608
2013-02-01,2013,2,BUDUDA,5049
2013-02-01,2013,2,RUKUNGIRI,21617
2013-02-01,2013,2,KANUNGU,18299
2013-02-01,2013,2,MOYO,3467
2013-02-01,2013,2,SOROTI,7777
2013-02-01,2013,2,ABIM,14346
2013-02-01,2013,2,BUHWEJU,12927
2013-02-01,2013,2,KABERAMAIDO,8064
2013-02-01,2013,2,BUVUMA,3747
2013-02-01,2013,2,NWOYA,17268
2013-02-01,2013,2,KITGUM,16623
2013-02-01,2013,2,BUTALEJA,6713
2013-02-01,2013,2,MBARARA,23288
2013-02-01,2013,2,BUNYANGABU,7287
2013-02-01,2013,2,OYAM,12658
2013-02-01,2013,2,RUBANDA,11026
2013-02-01,2013,2,YUMBE,5837
2013-02-01,2013,2,KIRUHURA,50837
2013-02-01,2013,2,BUSHENYI,14111
2013-02-01,2013,2,RAKAI,28524
2013-02-01,2013,2,PALLISA,4877
2013-02-01,2013,2,BUGIRI,11241
2013-02-01,2013,2,MASINDI,25400
2013-02-01,2013,2,MARACHA,1927
2013-02-01,2013,2,BUTEBO,2639
2013-02-01,2013,2,MBALE,5555
2013-02-01,2013,2,BUIKWE,20876
2013-02-01,2013,2,NAKAPIRIPIRIT,23117
2013-02-01,2013,2,SERERE,9435
2013-02-01,2013,2,ADJUMANI,8629
2013-02-01,2013,2,NEBBI,4087
2013-02-01,2013,2,DOKOLO,5775
2013-03-01,2013,3,KAABONG,29209
2013-03-01,2013,3,LAMWO,23270
2013-03-01,2013,3,NAKAPIRIPIRIT,20932
2013-03-01,2013,3,KIRYANDONGO,24400
2013-03-01,2013,3,KYANKWANZI,23041
2013-03-01,2013,3,SHEEMA,10380
2013-03-01,2013,3,KYEGEGWA,21995
2013-03-01,2013,3,KAMULI,15303
2013-03-01,2013,3,AMOLATAR,7006
2013-03-01,2013,3,ZOMBO,8952
2013-03-01,2013,3,SERERE,9716
2013-03-01,2013,3,LUWERO,26407
2013-03-01,2013,3,BUVUMA,3397
2013-03-01,2013,3,BUGIRI,10625
2013-03-01,2013,3,KIRUHURA,52053
2013-03-01,2013,3,BUNYANGABU,6715
2013-03-01,2013,3,NAPAK,17000
2013-03-01,2013,3,KYOTARA,8566
2013-03-01,2013,3,BUSHENYI,14134
2013-03-01,2013,3,KAMWENGE,32473
2013-03-01,2013,3,RUKUNGIRI,22719
2013-03-01,2013,3,NEBBI,5551
2013-03-01,2013,3,NAKASEKE,32815
2013-03-01,2013,3,NTOROKO,9697
2013-03-01,2013,3,BUSIA,8318
2013-03-01,2013,3,LIRA,6923
2013-03-01,2013,3,RUBIRIZI,16131
2013-03-01,2013,3,OTUKE,9944
2013-03-01,2013,3,ARUA,25932
2013-03-01,2013,3,MBALE,5276
2013-03-01,2013,3,BUHWEJU,12877
2013-03-01,2013,3,KUMI,5787
2013-03-01,2013,3,KOBOKO,5746
2013-03-01,2013,3,NAKASONGOLA,24330
2013-03-01,2013,3,KALANGALA,3764
2013-03-01,2013,3,KIBUKU,4412
2013-03-01,2013,3,TORORO,11753
2013-03-01,2013,3,KABAROLE,22030
2013-03-01,2013,3,KABALE,8066
2013-03-01,2013,3,KYENJOJO,33683
2013-03-01,2013,3,LUUKA,7012
2013-03-01,2013,3,BUYENDE,10652
2013-03-01,2013,3,MUBENDE,55670
2013-03-01,2013,3,OMORO,10557
2013-03-01,2013,3,SIRONKO,5613
2013-03-01,2013,3,BUTALEJA,6702
2013-03-01,2013,3,SOROTI,8061
2013-03-01,2013,3,BUIKWE,19338
2013-03-01,2013,3,BUDUDA,4471
2013-03-01,2013,3,DOKOLO,6072
2013-03-01,2013,3,ADJUMANI,16358
2013-03-01,2013,3,PALLISA,4985
2013-03-01,2013,3,PAKWACH,3917
2013-03-01,2013,3,MARACHA,2627
2013-03-01,2013,3,RUBANDA,10303
2013-03-01,2013,3,OYAM,12362
2013-03-01,2013,3,BUTEBO,2713
2013-03-01,2013,3,ALEBTONG,8518
2013-03-01,2013,3,BUDAKA,3618
2013-03-01,2013,3,KOLE,5679
2013-03-01,2013,3,KALUNGU,9204
2013-03-01,2013,3,AMURIA,14906
2013-03-01,2013,3,AGAGO,20030
2013-03-01,2013,3,IBANDA,11774
2013-03-01,2013,3,MBARARA,22609
2013-03-01,2013,3,MOROTO,11161
2013-03-01,2013,3,MASAKA,13083
2013-03-01,2013,3,MANAFWA,2047
2013-03-01,2013,3,KANUNGU,19596
2013-03-01,2013,3,AMURU,20535
2013-03-01,2013,3,NAMAYINGO,6212
2013-03-01,2013,3,MAYUGE,13436
2013-03-01,2013,3,MPIGI,17192
2013-03-01,2013,3,BUKEDEA,7039
2013-03-01,2013,3,KATAKWI,12964
2013-03-01,2013,3,NAMUTUMBA,7289
2013-03-01,2013,3,NTUNGAMO,28324
2013-03-01,2013,3,BUKWO,5865
2013-03-01,2013,3,WAKISO,24335
2013-03-01,2013,3,KAYUNGA,15445
2013-03-01,2013,3,ABIM,15723
2013-03-01,2013,3,BULAMBULI,5639
2013-03-01,2013,3,AMUDAT,6829
2013-03-01,2013,3,NAMISINDWA,3968
2013-03-01,2013,3,KAMPALA,951
2013-03-01,2013,3,NWOYA,29303
2013-03-01,2013,3,HOIMA,35070
2013-03-01,2013,3,KABERAMAIDO,8380
2013-03-01,2013,3,MASINDI,32227
2013-03-01,2013,3,MITYANA,21288
2013-03-01,2013,3,APAC,17260
2013-03-01,2013,3,KISORO,12170
2013-03-01,2013,3,RAKAI,28166
2013-03-01,2013,3,BULIISA,10016
2013-03-01,2013,3,KAKUMIRO,18091
2013-03-01,2013,3,RUKIGA,5434
2013-03-01,2013,3,ISINGIRO,28252
2013-03-01,2013,3,KALIRO,6367
2013-03-01,2013,3,KWEEN,5558
2013-03-01,2013,3,MITOOMA,11925
2013-03-01,2013,3,LWENGO,11457
2013-03-01,2013,3,NGORA,3652
2013-03-01,2013,3,KITGUM,20729
2013-03-01,2013,3,JINJA,7767
2013-03-01,2013,3,KASESE,34549
2013-03-01,2013,3,BUNDIBUGYO,13188
2013-03-01,2013,3,KIBOGA,16432
2013-03-01,2013,3,GULU,11206
2013-03-01,2013,3,BUKOMANSIMBI,6962
2013-03-01,2013,3,GOMBA,22579
2013-03-01,2013,3,KAPCHORWA,4471
2013-03-01,2013,3,SSEMBABULE,28267
2013-03-01,2013,3,YUMBE,10533
2013-03-01,2013,3,KOTIDO,12341
2013-03-01,2013,3,MUKONO,27163
2013-03-01,2013,3,KAGADI,15298
2013-03-01,2013,3,LYANTONDE,10435
2013-03-01,2013,3,KIBAALE,16395
2013-03-01,2013,3,IGANGA,10778
2013-03-01,2013,3,BUTAMBALA,6578
2013-03-01,2013,3,PADER,19037
2013-03-01,2013,3,MOYO,6489
2013-04-01,2013,4,HOIMA,61667
2013-04-01,2013,4,KABALE,9179
2013-04-01,2013,4,PADER,40111
2013-04-01,2013,4,KALANGALA,3810
2013-04-01,2013,4,BUVUMA,3568
2013-04-01,2013,4,JINJA,9289
2013-04-01,2013,4,SOROTI,15008
2013-04-01,2013,4,OMORO,22590
2013-04-01,2013,4,ABIM,30789
2013-04-01,2013,4,BUDAKA,5090
2013-04-01,2013,4,BUKWO,6932
2013-04-01,2013,4,APAC,35716
2013-04-01,2013,4,OYAM,26989
2013-04-01,2013,4,MBARARA,27678
2013-04-01,2013,4,KATAKWI,24528
2013-04-01,2013,4,NGORA,6948
2013-04-01,2013,4,NAKAPIRIPIRIT,45791
2013-04-01,2013,4,IGANGA,14176
2013-04-01,2013,4,KOTIDO,29762
2013-04-01,2013,4,KIRUHURA,71920
2013-04-01,2013,4,NWOYA,64342
2013-04-01,2013,4,TORORO,16280
2013-04-01,2013,4,MOYO,15958
2013-04-01,2013,4,ZOMBO,12792
2013-04-01,2013,4,BUSHENYI,15333
2013-04-01,2013,4,BUKOMANSIMBI,9365
2013-04-01,2013,4,GOMBA,28747
2013-04-01,2013,4,ADJUMANI,36677
2013-04-01,2013,4,KIBAALE,22315
2013-04-01,2013,4,PALLISA,8094
2013-04-01,2013,4,AGAGO,40807
2013-04-01,2013,4,NAMISINDWA,4585
2013-04-01,2013,4,PAKWACH,8390
2013-04-01,2013,4,MITYANA,26965
2013-04-01,2013,4,KAGADI,24519
2013-04-01,2013,4,NAKASEKE,54099
2013-04-01,2013,4,AMURIA,27227
2013-04-01,2013,4,ALEBTONG,15511
2013-04-01,2013,4,NAMAYINGO,7560
2013-04-01,2013,4,KASESE,44096
2013-04-01,2013,4,KALIRO,9995
2013-04-01,2013,4,BUSIA,10756
2013-04-01,2013,4,NAKASONGOLA,49369
2013-04-01,2013,4,MITOOMA,13134
2013-04-01,2013,4,MBALE,6700
2013-04-01,2013,4,KANUNGU,22610
2013-04-01,2013,4,KUMI,10630
2013-04-01,2013,4,SSEMBABULE,38327
2013-04-01,2013,4,LAMWO,59356
2013-04-01,2013,4,GULU,24457
2013-04-01,2013,4,BUYENDE,17200
2013-04-01,2013,4,MUKONO,30506
2013-04-01,2013,4,LYANTONDE,13699
2013-04-01,2013,4,NTOROKO,15535
2013-04-01,2013,4,MOROTO,28729
2013-04-01,2013,4,RUKIGA,6179
2013-04-01,2013,4,YUMBE,24659
2013-04-01,2013,4,SIRONKO,6738
2013-04-01,2013,4,KYOTARA,11079
2013-04-01,2013,4,LUUKA,9749
2013-04-01,2013,4,BUTEBO,4049
2013-04-01,2013,4,NAMUTUMBA,10294
2013-04-01,2013,4,KAMWENGE,43034
2013-04-01,2013,4,KABAROLE,28019
2013-04-01,2013,4,SHEEMA,11498
2013-04-01,2013,4,BUTAMBALA,7442
2013-04-01,2013,4,KAPCHORWA,5484
2013-04-01,2013,4,OTUKE,17505
2013-04-01,2013,4,KIBOGA,25945
2013-04-01,2013,4,BUNDIBUGYO,15407
2013-04-01,2013,4,KAKUMIRO,28080
2013-04-01,2013,4,NTUNGAMO,31980
2013-04-01,2013,4,KIRYANDONGO,51311
2013-04-01,2013,4,KYANKWANZI,42165
2013-04-01,2013,4,ARUA,48286
2013-04-01,2013,4,LUWERO,36340
2013-04-01,2013,4,BUKEDEA,12483
2013-04-01,2013,4,AMOLATAR,12421
2013-04-01,2013,4,BULAMBULI,7763
2013-04-01,2013,4,LIRA,13345
2013-04-01,2013,4,KOLE,11542
2013-04-01,2013,4,MUBENDE,78676
2013-04-01,2013,4,KYENJOJO,45091
2013-04-01,2013,4,MAYUGE,16149
2013-04-01,2013,4,KWEEN,9123
2013-04-01,2013,4,LWENGO,15463
2013-04-01,2013,4,WAKISO,27914
2013-04-01,2013,4,ISINGIRO,39034
2013-04-01,2013,4,KOBOKO,10283
2013-04-01,2013,4,KITGUM,46724
2013-04-01,2013,4,KAMPALA,1068
2013-04-01,2013,4,AMUDAT,16297
2013-04-01,2013,4,KAABONG,64256
2013-04-01,2013,4,MASINDI,59902
2013-04-01,2013,4,KABERAMAIDO,15805
2013-04-01,2013,4,KISORO,13055
2013-04-01,2013,4,KAMULI,22691
2013-04-01,2013,4,RAKAI,36867
2013-04-01,2013,4,SERERE,17516
2013-04-01,2013,4,MPIGI,19269
2013-04-01,2013,4,KYEGEGWA,30393
2013-04-01,2013,4,KAYUNGA,24066
2013-04-01,2013,4,NAPAK,41314
2013-04-01,2013,4,KIBUKU,6370
2013-04-01,2013,4,MASAKA,16210
2013-04-01,2013,4,BUHWEJU,14362
2013-04-01,2013,4,BULIISA,16491
2013-04-01,2013,4,MANAFWA,2752
2013-04-01,2013,4,BUGIRI,14693
2013-04-01,2013,4,RUBIRIZI,20173
2013-04-01,2013,4,BUTALEJA,9283
2013-04-01,2013,4,AMURU,44763
2013-04-01,2013,4,BUIKWE,21058
2013-04-01,2013,4,BUDUDA,4560
2013-04-01,2013,4,IBANDA,15304
2013-04-01,2013,4,KALUNGU,11617
2013-04-01,2013,4,MARACHA,4243
2013-04-01,2013,4,DOKOLO,10820
2013-04-01,2013,4,NEBBI,9996
2013-04-01,2013,4,BUNYANGABU,8624
2013-04-01,2013,4,RUBANDA,10818
2013-04-01,2013,4,RUKUNGIRI,26064
2013-05-01,2013,5,ARUA,54949
2013-05-01,2013,5,KWEEN,10373
2013-05-01,2013,5,KIRYANDONGO,62416
2013-05-01,2013,5,KYANKWANZI,42947
2013-05-01,2013,5,SSEMBABULE,35466
2013-05-01,2013,5,KABERAMAIDO,17654
2013-05-01,2013,5,JINJA,9971
2013-05-01,2013,5,KISORO,11994
2013-05-01,2013,5,KITGUM,59060
2013-05-01,2013,5,BUTAMBALA,6879
2013-05-01,2013,5,NTOROKO,16769
2013-05-01,2013,5,NEBBI,11705
2013-05-01,2013,5,SIRONKO,7658
2013-05-01,2013,5,KOLE,13952
2013-05-01,2013,5,YUMBE,30686
2013-05-01,2013,5,KALIRO,11055
2013-05-01,2013,5,KOBOKO,12167
2013-05-01,2013,5,IBANDA,15143
2013-05-01,2013,5,BUTALEJA,10100
2013-05-01,2013,5,KUMI,11874
2013-05-01,2013,5,KYEGEGWA,30515
2013-05-01,2013,5,SOROTI,16460
2013-05-01,2013,5,BUTEBO,4610
2013-05-01,2013,5,KOTIDO,40295
2013-05-01,2013,5,BUSIA,11763
2013-05-01,2013,5,NGORA,7700
2013-05-01,2013,5,PALLISA,9031
2013-05-01,2013,5,AGAGO,49054
2013-05-01,2013,5,PAKWACH,10599
2013-05-01,2013,5,RUKIGA,5642
2013-05-01,2013,5,PADER,50160
2013-05-01,2013,5,AMURIA,31667
2013-05-01,2013,5,MPIGI,18617
2013-05-01,2013,5,KIBOGA,26646
2013-05-01,2013,5,OYAM,32390
2013-05-01,2013,5,MITOOMA,11979
2013-05-01,2013,5,KANUNGU,21361
2013-05-01,2013,5,NTUNGAMO,29982
2013-05-01,2013,5,APAC,39285
2013-05-01,2013,5,KAMPALA,1034
2013-05-01,2013,5,AMOLATAR,12854
2013-05-01,2013,5,NAMISINDWA,5409
2013-05-01,2013,5,AMURU,54046
2013-05-01,2013,5,BUKOMANSIMBI,9217
2013-05-01,2013,5,BUGIRI,16378
2013-05-01,2013,5,KAABONG,90237
2013-05-01,2013,5,BUIKWE,21515
2013-05-01,2013,5,GOMBA,27137
2013-05-01,2013,5,MUBENDE,79539
2013-05-01,2013,5,MASAKA,16559
2013-05-01,2013,5,MASINDI,66785
2013-05-01,2013,5,WAKISO,27774
2013-05-01,2013,5,LWENGO,15197
2013-05-01,2013,5,BUDUDA,4887
2013-05-01,2013,5,MITYANA,26990
2013-05-01,2013,5,KALANGALA,4654
2013-05-01,2013,5,MARACHA,4638
2013-05-01,2013,5,RUBANDA,9927
2013-05-01,2013,5,MOYO,18917
2013-05-01,2013,5,NAMAYINGO,7940
2013-05-01,2013,5,BUNDIBUGYO,15572
2013-05-01,2013,5,BULIISA,18200
2013-05-01,2013,5,ABIM,38494
2013-05-01,2013,5,RUBIRIZI,19655
2013-05-01,2013,5,MOROTO,39006
2013-05-01,2013,5,MANAFWA,3301
2013-05-01,2013,5,NAMUTUMBA,11401
2013-05-01,2013,5,KAGADI,26121
2013-05-01,2013,5,KIBAALE,22943
2013-05-01,2013,5,KAYUNGA,26044
2013-05-01,2013,5,BULAMBULI,8928
2013-05-01,2013,5,LYANTONDE,12313
2013-05-01,2013,5,ISINGIRO,38345
2013-05-01,2013,5,AMUDAT,18545
2013-05-01,2013,5,BUKEDEA,13835
2013-05-01,2013,5,KAPCHORWA,6159
2013-05-01,2013,5,BUYENDE,18865
2013-05-01,2013,5,BUKWO,8093
2013-05-01,2013,5,DOKOLO,12862
2013-05-01,2013,5,KIRUHURA,68229
2013-05-01,2013,5,HOIMA,66940
2013-05-01,2013,5,BUSHENYI,14243
2013-05-01,2013,5,ALEBTONG,18128
2013-05-01,2013,5,NAKASONGOLA,53884
2013-05-01,2013,5,BUHWEJU,13626
2013-05-01,2013,5,KATAKWI,27950
2013-05-01,2013,5,LAMWO,78209
2013-05-01,2013,5,KAMWENGE,42237
2013-05-01,2013,5,KABAROLE,27996
2013-05-01,2013,5,LUWERO,38384
2013-05-01,2013,5,NAKAPIRIPIRIT,54186
2013-05-01,2013,5,NAKASEKE,56308
2013-05-01,2013,5,KYENJOJO,44779
2013-05-01,2013,5,BUNYANGABU,8534
2013-05-01,2013,5,MBALE,7698
2013-05-01,2013,5,KYOTARA,11604
2013-05-01,2013,5,OMORO,26594
2013-05-01,2013,5,BUDAKA,5550
2013-05-01,2013,5,TORORO,18109
2013-05-01,2013,5,KABALE,8347
2013-05-01,2013,5,KASESE,43925
2013-05-01,2013,5,SERERE,19361
2013-05-01,2013,5,MUKONO,31651
2013-05-01,2013,5,LUUKA,10841
2013-05-01,2013,5,NAPAK,51077
2013-05-01,2013,5,RAKAI,37855
2013-05-01,2013,5,IGANGA,15439
2013-05-01,2013,5,ADJUMANI,43348
2013-05-01,2013,5,KAMULI,25322
2013-05-01,2013,5,GULU,30058
2013-05-01,2013,5,OTUKE,20670
2013-05-01,2013,5,NWOYA,74778
2013-05-01,2013,5,LIRA,16033
2013-05-01,2013,5,MAYUGE,16933
2013-05-01,2013,5,KIBUKU,6923
2013-05-01,2013,5,BUVUMA,3759
2013-05-01,2013,5,SHEEMA,10627
2013-05-01,2013,5,KALUNGU,11266
2013-05-01,2013,5,KAKUMIRO,30037
2013-05-01,2013,5,RUKUNGIRI,24004
2013-05-01,2013,5,ZOMBO,14629
2013-05-01,2013,5,MBARARA,25969
2013-06-01,2013,6,MBARARA,17875
2013-06-01,2013,6,KALANGALA,5174
2013-06-01,2013,6,BUKOMANSIMBI,6401
2013-06-01,2013,6,NWOYA,62224
2013-06-01,2013,6,AMURIA,27674
2013-06-01,2013,6,KAGADI,18435
2013-06-01,2013,6,GOMBA,17774
2013-06-01,2013,6,SOROTI,13753
2013-06-01,2013,6,KOTIDO,34825
2013-06-01,2013,6,JINJA,8713
2013-06-01,2013,6,MBALE,6363
2013-06-01,2013,6,MITOOMA,9647
2013-06-01,2013,6,KASESE,33880
2013-06-01,2013,6,KABALE,7494
2013-06-01,2013,6,PAKWACH,8816
2013-06-01,2013,6,GULU,26368
2013-06-01,2013,6,KAKUMIRO,21581
2013-06-01,2013,6,NTOROKO,12404
2013-06-01,2013,6,OTUKE,18399
2013-06-01,2013,6,SSEMBABULE,21738
2013-06-01,2013,6,ABIM,33708
2013-06-01,2013,6,KAMWENGE,30009
2013-06-01,2013,6,KOBOKO,11635
2013-06-01,2013,6,BUHWEJU,11146
2013-06-01,2013,6,NAKASONGOLA,38222
2013-06-01,2013,6,NAKAPIRIPIRIT,43647
2013-06-01,2013,6,AMOLATAR,8890
2013-06-01,2013,6,KAMPALA,779
2013-06-01,2013,6,OMORO,22931
2013-06-01,2013,6,OYAM,27321
2013-06-01,2013,6,MUKONO,26617
2013-06-01,2013,6,LAMWO,67332
2013-06-01,2013,6,IGANGA,12742
2013-06-01,2013,6,BUTEBO,3747
2013-06-01,2013,6,KITGUM,51334
2013-06-01,2013,6,BUKEDEA,11352
2013-06-01,2013,6,MOROTO,31806
2013-06-01,2013,6,BUTAMBALA,5275
2013-06-01,2013,6,MITYANA,20776
2013-06-01,2013,6,NAMAYINGO,5622
2013-06-01,2013,6,BUIKWE,18985
2013-06-01,2013,6,PADER,44154
2013-06-01,2013,6,MUBENDE,53725
2013-06-01,2013,6,NGORA,6390
2013-06-01,2013,6,NAKASEKE,40494
2013-06-01,2013,6,AMURU,47179
2013-06-01,2013,6,KANUNGU,17418
2013-06-01,2013,6,KOLE,12289
2013-06-01,2013,6,MPIGI,14878
2013-06-01,2013,6,APAC,29166
2013-06-01,2013,6,RUBIRIZI,16011
2013-06-01,2013,6,BUKWO,6849
2013-06-01,2013,6,PALLISA,6984
2013-06-01,2013,6,ISINGIRO,26760
2013-06-01,2013,6,KALIRO,8735
2013-06-01,2013,6,KWEEN,8117
