,time,dis,dis_3,dis_7,max_dt_3days,3max_dt_3days,7max_dt_3days,station
1999-01-03,1999-01-03,3392.6414,3344.4482,3283.2668,3392.641357421875,3344.4482421875,3283.266845703125,F0033
1999-01-07,1999-01-07,3328.306,3281.2837,3228.3062,3392.641357421875,3344.4482421875,3283.266845703125,F0033
1999-01-10,1999-01-10,3280.9895,3239.1155,3187.6133,3392.641357421875,3344.4482421875,3283.266845703125,F0033
1999-01-14,1999-01-14,3225.005,3188.7922,3145.4758,3392.641357421875,3344.4482421875,3283.266845703125,F0033
1999-01-17,1999-01-17,3187.9275,3154.024,3108.693,3328.305908203125,3281.28369140625,3228.30615234375,F0033
1999-01-21,1999-01-21,3140.4602,3106.5374,3081.8245,3280.989501953125,3239.115478515625,3187.61328125,F0033
1999-01-24,1999-01-24,3106.1572,3083.6877,3090.0627,3225.0048828125,3188.792236328125,3145.475830078125,F0033
1999-01-28,1999-01-28,3078.4155,3083.7725,3115.0178,3187.927490234375,3154.02392578125,3115.017822265625,F0033
1999-01-31,1999-01-31,3081.2324,3102.47,3114.273,3140.460205078125,3108.46142578125,3115.017822265625,F0033
1999-02-04,1999-02-04,3105.0728,3108.4614,3101.0042,3106.1572265625,3108.46142578125,3115.017822265625,F0033
1999-02-07,1999-02-07,3105.2805,3100.1982,3075.971,3105.280517578125,3108.46142578125,3115.017822265625,F0033
1999-02-11,1999-02-11,3088.0146,3065.725,3028.3525,3105.280517578125,3108.46142578125,3114.27294921875,F0033
1999-02-14,1999-02-14,3064.1313,3033.7063,2975.8123,3105.280517578125,3108.46142578125,3101.004150390625,F0033
1999-02-18,1999-02-18,3020.3032,2969.8113,2915.7158,3105.280517578125,3100.1982421875,3075.970947265625,F0033
1999-02-21,1999-02-21,2967.187,2923.2192,2870.9746,3088.0146484375,3065.72509765625,3028.3525390625,F0033
1999-02-25,1999-02-25,2909.9316,2870.1055,2811.343,3064.13134765625,3033.706298828125,2975.812255859375,F0033
1999-02-28,1999-02-28,2868.604,2830.076,2780.211,3020.30322265625,2969.811279296875,2915.7158203125,F0033
1999-03-04,1999-03-04,2811.9985,2765.9119,2717.6794,2967.18701171875,2923.21923828125,2870.974609375,F0033
1999-03-07,1999-03-07,2761.8025,2717.2722,2682.2368,2909.931640625,2870.10546875,2811.343017578125,F0033
1999-03-11,1999-03-11,2716.17,2705.5571,2687.9854,2868.60400390625,2830.075927734375,2789.13720703125,F0033
1999-03-14,1999-03-14,2698.7988,2689.6775,2683.0183,2811.99853515625,2781.7041015625,2907.093017578125,F0033
1999-03-18,1999-03-18,2683.9783,2679.1755,2723.396,2778.6337890625,2863.948486328125,2950.639892578125,F0033
1999-03-21,1999-03-21,2678.3613,2706.4536,2789.1372,2885.51220703125,2937.207275390625,2987.5908203125,F0033
1999-03-25,1999-03-25,2718.1824,2781.704,2907.093,2939.116455078125,2970.18896484375,3079.19189453125,F0033
1999-03-28,1999-03-28,2778.6338,2863.9485,2950.64,2982.298095703125,3054.321044921875,3156.177978515625,F0033
1999-04-01,1999-04-01,2885.5122,2937.2073,2987.5908,3049.395751953125,3123.689453125,3170.095703125,F0033
1999-04-04,1999-04-04,2939.1165,2970.189,3079.192,3133.4091796875,3146.58740234375,3176.350830078125,F0033
1999-04-08,1999-04-08,2982.298,3054.321,3156.178,3151.12451171875,3168.09716796875,3208.80615234375,F0033
1999-04-11,1999-04-11,3049.3958,3123.6895,3170.0957,3186.520751953125,3220.210205078125,3297.5341796875,F0033
1999-04-15,1999-04-15,3133.4092,3146.5874,3176.3508,3218.904541015625,3262.114501953125,3371.309326171875,F0033
1999-04-18,1999-04-18,3151.1245,3168.0972,3208.8062,3282.757568359375,3355.42724609375,3549.403564453125,F0033
1999-04-22,1999-04-22,3186.5208,3220.2102,3297.5342,3352.278564453125,3475.757568359375,3802.290283203125,F0033
1999-04-25,1999-04-25,3218.9045,3262.1145,3371.3093,3542.50732421875,3790.88525390625,4045.1435546875,F0033
1999-04-29,1999-04-29,3282.7576,3355.4272,3549.4036,3790.89501953125,3987.765625,4173.3515625,F0033
1999-05-02,1999-05-02,3352.2786,3475.7576,3802.2903,4033.4697265625,4157.24169921875,4277.60302734375,F0033
1999-05-06,1999-05-06,3542.5073,3790.8853,4045.1436,4160.04296875,4265.7607421875,4299.498046875,F0033
1999-05-09,1999-05-09,3790.895,3987.7656,4173.3516,4291.080078125,4315.9755859375,4299.498046875,F0033
1999-05-13,1999-05-13,4033.4697,4157.2417,4277.603,4315.7587890625,4315.9755859375,4299.498046875,F0033
1999-05-16,1999-05-16,4160.043,4265.7607,4299.498,4315.7587890625,4315.9755859375,4299.498046875,F0033
1999-05-20,1999-05-20,4291.08,4315.9756,4292.218,4315.7587890625,4315.9755859375,4299.498046875,F0033
1999-05-23,1999-05-23,4315.759,4300.5376,4231.594,4315.7587890625,4315.9755859375,4299.498046875,F0033
1999-05-27,1999-05-27,4292.4155,4235.0996,4123.1436,4315.7587890625,4315.9755859375,4299.498046875,F0033
1999-05-30,1999-05-30,4244.4546,4167.4224,4047.1174,4315.7587890625,4315.9755859375,4292.2177734375,F0033
1999-06-03,1999-06-03,4143.7715,4057.2944,3974.1472,4315.7587890625,4300.53759765625,4231.59423828125,F0033
1999-06-06,1999-06-06,4058.0286,3991.1855,3924.1343,4292.41552734375,4235.099609375,4123.1435546875,F0033
1999-06-10,1999-06-10,3973.3003,3924.9927,3894.2385,4244.45458984375,4167.42236328125,4047.117431640625,F0033
1999-06-13,1999-06-13,3925.899,3897.151,3885.7366,4143.771484375,4057.29443359375,3974.147216796875,F0033
