,time,dis,dis_3,dis_7,max_dt_3days,3max_dt_3days,7max_dt_3days,station
1999-01-03,1999-01-03,296.29877,288.4918,262.689,296.29876708984375,288.4917907714844,335.4526062011719,UGGVS3
1999-01-07,1999-01-07,284.95084,271.1381,243.57263,296.29876708984375,318.2030029296875,335.6377258300781,UGGVS3
1999-01-10,1999-01-10,269.7554,250.9595,236.4166,368.0741882324219,443.6232604980469,364.83233642578125,UGGVS3
1999-01-14,1999-01-14,253.72513,280.8114,335.4526,450.35931396484375,447.25897216796875,364.83233642578125,UGGVS3
1999-01-17,1999-01-17,280.63107,318.203,335.63773,450.35931396484375,447.25897216796875,364.83233642578125,UGGVS3
1999-01-21,1999-01-21,368.0742,443.62326,364.83234,450.35931396484375,447.25897216796875,364.83233642578125,UGGVS3
1999-01-24,1999-01-24,450.3593,447.25897,363.57373,450.35931396484375,447.25897216796875,364.83233642578125,UGGVS3
1999-01-28,1999-01-28,434.6352,380.03928,308.07315,450.35931396484375,447.25897216796875,364.83233642578125,UGGVS3
1999-01-31,1999-01-31,379.31815,325.38428,274.1996,450.35931396484375,447.25897216796875,364.83233642578125,UGGVS3
1999-02-04,1999-02-04,306.33264,276.21927,241.43695,450.35931396484375,447.25897216796875,363.57373046875,UGGVS3
1999-02-07,1999-02-07,274.5857,249.66368,221.02792,434.63519287109375,380.0392761230469,308.0731506347656,UGGVS3
1999-02-11,1999-02-11,236.35098,219.19641,194.87096,379.3181457519531,325.38427734375,274.1995849609375,UGGVS3
1999-02-14,1999-02-14,217.55632,202.07501,177.45116,306.3326416015625,276.2192687988281,241.43695068359375,UGGVS3
1999-02-18,1999-02-18,193.98122,174.17911,154.12375,274.585693359375,249.66368103027344,221.02792358398438,UGGVS3
1999-02-21,1999-02-21,172.25299,158.62292,137.7495,236.35098266601562,219.1964111328125,194.87095642089844,UGGVS3
1999-02-25,1999-02-25,152.95549,139.46434,117.27921,217.5563201904297,202.07501220703125,191.49700927734375,UGGVS3
1999-02-28,1999-02-28,139.2602,127.02177,113.28026,217.32542419433594,450.95068359375,410.24908447265625,UGGVS3
1999-03-04,1999-03-04,119.07571,111.80714,130.86185,448.1611022949219,450.95068359375,439.0939025878906,UGGVS3
1999-03-07,1999-03-07,110.069916,135.1764,191.49701,486.8721008300781,647.0567016601562,439.0939025878906,UGGVS3
1999-03-11,1999-03-11,217.32542,450.95068,410.24908,665.3655395507812,647.0567016601562,439.0939025878906,UGGVS3
1999-03-14,1999-03-14,448.1611,448.42914,439.0939,665.3655395507812,647.0567016601562,439.0939025878906,UGGVS3
1999-03-18,1999-03-18,486.8721,647.0567,400.72275,665.3655395507812,647.0567016601562,543.56982421875,UGGVS3
1999-03-21,1999-03-21,665.36554,560.64154,370.4756,665.3655395507812,879.6895751953125,662.6299438476562,UGGVS3
1999-03-25,1999-03-25,532.8143,419.4229,406.09436,901.3944091796875,879.6895751953125,662.6299438476562,UGGVS3
1999-03-28,1999-03-28,417.46875,483.49854,543.5698,901.3944091796875,879.6895751953125,662.6299438476562,UGGVS3
1999-04-01,1999-04-01,609.15735,879.6896,662.62994,901.3944091796875,879.6895751953125,662.6299438476562,UGGVS3
1999-04-04,1999-04-04,901.3944,715.4875,629.4158,901.3944091796875,879.6895751953125,662.6299438476562,UGGVS3
1999-04-08,1999-04-08,656.7781,599.0507,538.6622,901.3944091796875,879.6895751953125,662.6299438476562,UGGVS3
1999-04-11,1999-04-11,606.5647,638.0342,541.43805,901.3944091796875,879.6895751953125,662.6299438476562,UGGVS3
1999-04-15,1999-04-15,677.20404,627.07214,523.33514,901.3944091796875,724.1350708007812,743.4009399414062,UGGVS3
1999-04-18,1999-04-18,641.0341,647.10333,596.579,1169.4921875,1394.4500732421875,1014.9815673828125,UGGVS3
1999-04-22,1999-04-22,710.33105,724.1351,647.979,1363.03173828125,1394.4500732421875,1113.126220703125,UGGVS3
1999-04-25,1999-04-25,722.82874,679.1161,743.40094,1363.03173828125,1729.160400390625,1443.587890625,UGGVS3
1999-04-29,1999-04-29,1169.4922,1394.4501,1014.98157,1446.26611328125,1729.160400390625,1443.587890625,UGGVS3
1999-05-02,1999-05-02,1363.0317,1212.5983,1113.1262,1446.26611328125,1729.160400390625,1443.587890625,UGGVS3
1999-05-06,1999-05-06,1243.4366,1729.1604,1443.5879,1446.26611328125,1729.160400390625,1443.587890625,UGGVS3
1999-05-09,1999-05-09,1446.2661,1365.112,1175.6212,1446.26611328125,1729.160400390625,1443.587890625,UGGVS3
1999-05-13,1999-05-13,1263.6755,1163.1167,1119.8268,1446.26611328125,1729.160400390625,1443.587890625,UGGVS3
1999-05-16,1999-05-16,1182.1172,1198.5608,1030.1455,1446.26611328125,1729.160400390625,1443.587890625,UGGVS3
1999-05-20,1999-05-20,1226.1415,1122.8495,941.1206,1446.26611328125,1365.112060546875,1175.6212158203125,UGGVS3
