,time,dis,dis_3,dis_7,max_dt_3days,3max_dt_3days,7max_dt_3days,station
1999-01-03,1999-01-03,117.39942,107.90938,99.53638,119.25262451171875,118.49767303466797,120.55554962158203,UGGVS6
1999-01-07,1999-01-07,107.77199,100.811874,94.29708,122.4772720336914,133.56561279296875,120.55554962158203,UGGVS6
1999-01-10,1999-01-10,100.96133,113.35497,108.86422,133.43650817871094,133.56561279296875,120.55554962158203,UGGVS6
1999-01-14,1999-01-14,119.252625,118.49767,120.55555,133.43650817871094,141.5938720703125,120.55554962158203,UGGVS6
1999-01-17,1999-01-17,122.47727,133.56561,115.37117,141.82986450195312,141.5938720703125,120.55554962158203,UGGVS6
1999-01-21,1999-01-21,133.43651,129.46521,116.21141,141.82986450195312,141.5938720703125,120.55554962158203,UGGVS6
1999-01-24,1999-01-24,131.31708,141.59387,120.45022,141.82986450195312,141.5938720703125,120.55554962158203,UGGVS6
1999-01-28,1999-01-28,141.82986,125.75395,102.842674,141.82986450195312,141.5938720703125,120.4502182006836,UGGVS6
1999-01-31,1999-01-31,125.824295,108.84543,89.75319,141.82986450195312,141.5938720703125,120.4502182006836,UGGVS6
1999-02-04,1999-02-04,104.1543,90.28881,75.498924,141.82986450195312,141.5938720703125,120.4502182006836,UGGVS6
1999-02-07,1999-02-07,90.30685,78.923706,67.76117,141.82986450195312,125.75395202636719,102.8426742553711,UGGVS6
1999-02-11,1999-02-11,75.37239,69.317375,62.68603,125.82429504394531,108.84542846679688,89.75318908691406,UGGVS6
1999-02-14,1999-02-14,72.12846,87.75945,79.97977,104.154296875,92.28271484375,85.67949676513672,UGGVS6
1999-02-18,1999-02-18,96.33921,90.495056,75.76934,96.3392105102539,117.88959503173828,114.4265365600586,UGGVS6
1999-02-21,1999-02-21,90.53582,79.42663,67.0076,150.00555419921875,173.38058471679688,155.44406127929688,UGGVS6
1999-02-25,1999-02-25,89.887474,92.282715,85.6795,181.14088439941406,218.2755126953125,201.61666870117188,UGGVS6
